population,temperature,date,mean.daily.temp,ADD
ontario,2,1/28/20,1.889193519,134.8383601
ontario,2,1/29/20,1.906855324,136.7452154
ontario,2,1/30/20,1.97159213,138.7168076
ontario,2,1/31/20,1.979556713,140.6963643
ontario,2,2/1/20,1.961658565,142.6580228
ontario,2,2/2/20,1.953164815,144.6111877
ontario,2,2/3/20,1.995440046,146.6066277
ontario,2,2/4/20,1.993428704,148.6000564
ontario,2,2/5/20,1.926541898,150.5265983
ontario,2,2/6/20,1.900851852,152.4274502
ontario,2,2/7/20,1.926418981,154.3538691
ontario,2,2/8/20,1.921753009,156.2756222
ontario,2,2/9/20,1.904903009,158.1805252
ontario,2,2/10/20,1.970095139,160.1506203
ontario,2,2/11/20,1.991585185,162.1422055
ontario,2,2/12/20,1.988701852,164.1309073
ontario,2,2/13/20,2.00011088,166.1310182
ontario,2,2/14/20,1.941366204,168.0723844
ontario,2,2/15/20,1.915949537,169.988334
ontario,2,2/16/20,1.958519907,171.9468539
ontario,2,2/17/20,1.932572917,173.8794268
ontario,2,2/18/20,1.925056944,175.8044837
ontario,2,2/19/20,1.850548843,177.6550326
ontario,2,2/20/20,1.857581019,179.5126136
ontario,2,2/21/20,1.896222917,181.4088365
ontario,2,2/22/20,1.888375926,183.2972124
ontario,2,2/23/20,1.924031481,185.2212439
ontario,2,2/24/20,1.933306944,187.1545509
ontario,2,2/25/20,1.957036343,189.1115872
ontario,2,2/26/20,1.934671759,191.046259
ontario,2,2/27/20,1.958864352,193.0051233
ontario,2,2/28/20,1.909113194,194.9142365
ontario,2,2/29/20,1.930427778,196.8446643
ontario,2,3/1/20,1.938193287,198.7828576
ontario,2,3/2/20,1.963926157,200.7467837
ontario,2,3/3/20,1.996688426,202.7434722
ontario,2,3/4/20,2.003586111,204.7470583
ontario,2,3/5/20,1.992286574,206.7393448
ontario,2,3/6/20,1.973301852,208.7126467
ontario,2,3/7/20,1.93174375,210.6443904
ontario,2,3/8/20,1.933004398,212.5773948
ontario,2,3/9/20,1.982172917,214.5595678
ontario,2,3/10/20,1.986009028,216.5455768
ontario,2,3/11/20,1.925639352,218.4712161
ontario,2,3/12/20,1.921116204,220.3923323
ontario,2,3/13/20,1.947443981,222.3397763
ontario,2,3/14/20,1.928672685,224.268449
ontario,2,3/15/20,1.916906713,226.1853557
ontario,2,3/16/20,1.891513889,228.0768696
ontario,2,3/17/20,1.920998611,229.9978682
ontario,2,3/18/20,1.900472222,231.8983404
ontario,2,3/19/20,1.909175231,233.8075157
ontario,2,3/20/20,1.965491204,235.7730069
ontario,2,3/21/20,1.857470139,237.630477
ontario,2,3/22/20,1.764261343,239.3947384
ontario,2,3/23/20,1.818643287,241.2133816
ontario,2,3/24/20,1.907481944,243.1208636
ontario,2,3/25/20,1.932548611,245.0534122
ontario,2,3/26/20,1.97975463,247.0331668
ontario,2,3/27/20,2.013768287,249.0469351
ontario,2,3/28/20,1.961818981,251.0087541
ontario,2,3/29/20,2.021947685,253.0307018
ontario,2,3/30/20,2.033168981,255.0638708
ontario,2,3/31/20,1.998928472,257.0627992
ontario,2,4/1/20,1.946860417,259.0096597
ontario,2,4/2/20,1.993246065,261.0029057
ontario,2,4/3/20,2.005110648,263.0080164
ontario,2,4/4/20,1.988553704,264.9965701
ontario,2,4/5/20,2.022875231,267.0194453
ontario,2,4/6/20,1.992654861,269.0121002
ontario,2,4/7/20,1.985066898,270.9971671
ontario,2,4/8/20,1.997653241,272.9948203
ontario,2,4/9/20,1.996015046,274.9908353
ontario,2,4/10/20,2.016354861,277.0071902
ontario,2,4/11/20,1.983399306,278.9905895
ontario,2,4/12/20,2.048871991,281.0394615
ontario,2,4/13/20,2.077547685,283.1170092
ontario,2,4/14/20,1.918422685,285.0354319
ontario,2,4/15/20,1.863171296,286.8986032
ontario,2,4/16/20,1.875819444,288.7744226
ontario,2,4/17/20,1.875620833,290.6500434
ontario,2,4/18/20,1.905779861,292.5558233
ontario,2,4/19/20,1.951688889,294.5075122
ontario,2,4/20/20,1.896020833,296.403533
ontario,2,4/21/20,1.92036713,298.3239002
ontario,2,4/22/20,1.86300787,300.186908
ontario,2,4/23/20,1.862984259,302.0498923
ontario,2,4/24/20,1.873728704,303.923621
ontario,2,4/25/20,1.868105787,305.7917268
ontario,2,4/26/20,1.830446296,307.6221731
ontario,2,4/27/20,1.7534875,309.3756606
ontario,2,4/28/20,1.793978704,311.1696393
ontario,2,4/29/20,1.838975694,313.008615
ontario,2,4/30/20,1.795724306,314.8043393
ontario,2,5/1/20,1.756358333,316.5606976
ontario,2,5/2/20,1.792767361,318.353465
ontario,2,5/3/20,1.865402778,320.2188678
ontario,2,5/4/20,1.939864815,322.1587326
ontario,2,5/5/20,1.894970602,324.0537032
ontario,2,5/6/20,1.825750926,325.8794541
ontario,2,5/7/20,1.801245833,327.6806999
ontario,2,5/8/20,1.799344444,329.4800444
ontario,2,5/9/20,1.778511111,331.2585555
ontario,2,5/10/20,1.739927546,332.998483
ontario,2,5/11/20,1.698715972,334.697199
ontario,2,5/12/20,1.656177546,336.3533765
ontario,2,5/13/20,1.643820833,337.9971974
ontario,2,5/14/20,1.656304861,339.6535022
ontario,2,5/15/20,1.679283333,341.3327856
ontario,2,5/16/20,1.735594676,343.0683803
ontario,2,5/17/20,1.720256019,344.7886363
ontario,2,5/18/20,1.781658102,346.5702944
ontario,2,5/19/20,1.813637731,348.3839321
ontario,2,5/20/20,1.772541204,350.1564733
ontario,2,5/21/20,1.661645833,351.8181191
ontario,2,5/22/20,1.684118519,353.5022377
ontario,2,5/23/20,1.606464815,355.1087025
ontario,2,5/24/20,1.613355556,356.722058
ontario,2,5/25/20,1.662038194,358.3840962
ontario,2,5/26/20,1.667019676,360.0511159
ontario,2,5/27/20,1.628655556,361.6797715
ontario,2,5/28/20,1.675326852,363.3550983
ontario,2,5/29/20,1.663059722,365.018158
ontario,2,5/30/20,1.673916204,366.6920742
ontario,2,5/31/20,1.610912037,368.3029863
ontario,2,6/1/20,1.609802083,369.9127884
ontario,2,6/2/20,1.650945602,371.563734
ontario,2,6/3/20,1.675752546,373.2394865
ontario,2,6/4/20,1.666622222,374.9061087
ontario,2,6/5/20,2.067674537,376.9737833
ontario,2,6/6/20,2.245594444,379.2193777
ontario,2,6/7/20,2.151425231,381.3708029
ontario,2,6/8/20,2.118688889,383.4894918
ontario,2,6/9/20,2.463812269,385.9533041
ontario,2,6/10/20,2.661303241,388.6146073
ontario,2,6/11/20,3.004832176,391.6194395
ontario,2,6/12/20,3.193676852,394.8131164
ontario,2,6/13/20,3.180463426,397.9935798
ontario,2,6/14/20,3.178865509,401.1724453
ontario,2,6/15/20,3.191165278,404.3636106
ontario,2,6/16/20,3.210678009,407.5742886
ontario,2,6/17/20,3.559861343,411.1341499
ontario,2,6/18/20,3.726398148,414.8605481
ontario,2,6/19/20,3.79427338,418.6548215
ontario,2,6/20/20,3.818123611,422.4729451
ontario,2,6/21/20,4.081980787,426.5549259
ontario,2,6/22/20,4.293752778,430.8486786
ontario,2,6/23/20,4.619383796,435.4680624
ontario,2,6/24/20,4.80098645,440.2690489
ontario,4.4,11/26/19,4.532,4.532
ontario,4.4,11/27/19,3.333666667,7.865666667
ontario,4.4,11/28/19,3.096041667,10.96170833
ontario,4.4,11/29/19,2.975333333,13.93704167
ontario,4.4,11/30/19,4.268250968,18.20529263
ontario,4.4,12/1/19,4.270130787,22.47542342
ontario,4.4,12/2/19,4.257897222,26.73332064
ontario,4.4,12/3/19,4.257604167,30.99092481
ontario,4.4,12/4/19,4.281946296,35.27287111
ontario,4.4,12/5/19,4.265750463,39.53862157
ontario,4.4,12/6/19,4.252400463,43.79102203
ontario,4.4,12/7/19,4.235521991,48.02654402
ontario,4.4,12/8/19,4.226003935,52.25254796
ontario,4.4,12/9/19,4.34520463,56.59775259
ontario,4.4,12/10/19,4.45701713,61.05476972
ontario,4.4,12/11/19,4.568202315,65.62297203
ontario,4.4,12/12/19,4.589387731,70.21235976
ontario,4.4,12/13/19,4.600912269,74.81327203
ontario,4.4,12/14/19,4.589083333,79.40235537
ontario,4.4,12/15/19,4.5670375,83.96939287
ontario,4.4,12/16/19,4.592366435,88.5617593
ontario,4.4,12/17/19,4.578905324,93.14066463
ontario,4.4,12/18/19,4.523916204,97.66458083
ontario,4.4,12/19/19,4.509946528,102.1745274
ontario,4.4,12/20/19,4.494065278,106.6685926
ontario,4.4,12/21/19,4.48312338,111.151716
ontario,4.4,12/22/19,4.485880556,115.6375966
ontario,4.4,12/23/19,4.45687963,120.0944762
ontario,4.4,12/24/19,4.475034722,124.5695109
ontario,4.4,12/25/19,4.474446065,129.043957
ontario,4.4,12/26/19,4.476358102,133.5203151
ontario,4.4,12/27/19,4.46704375,137.9873588
ontario,4.4,12/28/19,4.505928935,142.4932878
ontario,4.4,12/29/19,4.485526852,146.9788146
ontario,4.4,12/30/19,4.490609491,151.4694241
ontario,4.4,12/31/19,4.589234954,156.0586591
ontario,4.4,1/1/20,4.653853472,160.7125125
ontario,4.4,1/2/20,4.565660185,165.2781727
ontario,4.4,1/3/20,4.471431019,169.7496037
ontario,4.4,1/4/20,4.473520602,174.2231243
ontario,4.4,1/5/20,4.4365,178.6596243
ontario,4.4,1/6/20,4.434166667,183.093791
ontario,4.4,1/7/20,4.370621528,187.4644125
ontario,4.4,1/8/20,4.3239125,191.788325
ontario,4.4,1/9/20,4.32009838,196.1084234
ontario,4.4,1/10/20,4.302753704,200.4111771
ontario,4.4,1/11/20,4.34432662,204.7555037
ontario,4.4,1/12/20,4.308257407,209.0637612
ontario,4.4,1/13/20,4.28349537,213.3472565
ontario,4.4,1/14/20,4.320155556,217.6674121
ontario,4.4,1/15/20,4.350421759,222.0178338
ontario,4.4,1/16/20,4.345152546,226.3629864
ontario,4.4,1/17/20,4.329781713,230.6927681
ontario,4.4,1/18/20,4.32426713,235.0170352
ontario,4.4,1/19/20,4.330018981,239.3470542
ontario,4.4,1/20/20,4.332717593,243.6797718
ontario,4.4,1/21/20,4.345113657,248.0248855
ontario,4.4,1/22/20,4.352307639,252.3771931
ontario,4.4,1/23/20,4.366237731,256.7434308
ontario,4.4,1/24/20,4.368787731,261.1122186
ontario,4.4,1/25/20,4.372971991,265.4851906
ontario,4.4,1/26/20,4.391302315,269.8764929
ontario,4.4,1/27/20,4.402003704,274.2784966
ontario,4.4,1/28/20,4.379028935,278.6575255
ontario,4.4,1/29/20,4.360582639,283.0181081
ontario,4.4,1/30/20,4.369912963,287.3880211
ontario,4.4,1/31/20,4.377068981,291.7650901
ontario,4.4,2/1/20,4.370219907,296.13531
ontario,4.4,2/2/20,4.367312963,300.502623
ontario,4.4,2/3/20,4.385494907,304.8881179
ontario,4.4,2/4/20,4.384820833,309.2729387
ontario,4.4,2/5/20,4.3014625,313.5744012
ontario,4.4,2/6/20,4.230559722,317.8049609
ontario,4.4,2/7/20,4.276425694,322.0813866
ontario,4.4,2/8/20,4.255580093,326.3369667
ontario,4.4,2/9/20,4.256094444,330.5930612
ontario,4.4,2/10/20,4.309774537,334.9028357
ontario,4.4,2/11/20,4.347684954,339.2505206
ontario,4.4,2/12/20,4.383653704,343.6341743
ontario,4.4,2/13/20,4.446,348.0801743
ontario,4.4,2/14/20,4.417432639,352.497607
ontario,4.4,2/15/20,4.410128704,356.9077357
ontario,4.4,2/16/20,4.413378704,361.3211144
ontario,4.4,2/17/20,4.403616667,365.7247311
ontario,4.4,2/18/20,4.420667361,370.1453984
ontario,4.4,2/19/20,4.359897917,374.5052963
ontario,4.4,2/20/20,4.28794375,378.7932401
ontario,4.4,2/21/20,4.277995833,383.0712359
ontario,4.4,2/22/20,4.278019907,387.3492558
ontario,4.4,2/23/20,4.29487037,391.6441262
ontario,4.4,2/24/20,4.294168519,395.9382947
ontario,4.4,2/25/20,4.323712963,400.2620077
ontario,4.4,2/26/20,4.326210417,404.5882181
ontario,4.4,2/27/20,4.320999074,408.9092172
ontario,4.4,2/28/20,4.295534259,413.2047514
ontario,4.4,2/29/20,4.301162037,417.5059135
ontario,4.4,3/1/20,4.309703704,421.8156172
ontario,4.4,3/2/20,4.297270602,426.1128878
ontario,4.4,3/3/20,4.34248912,430.4553769
ontario,4.4,3/4/20,4.348221528,434.8035984
ontario,4.4,3/5/20,4.33580787,439.1394063
ontario,4.4,3/6/20,4.352645139,443.4920514
ontario,4.4,3/7/20,4.35761713,447.8496686
ontario,4.4,3/8/20,4.345965278,452.1956338
ontario,4.4,3/9/20,4.289211343,456.4848452
ontario,4.4,3/10/20,4.294993519,460.7798387
ontario,4.4,3/11/20,4.308565509,465.0884042
ontario,4.4,3/12/20,4.316835185,469.4052394
ontario,4.4,3/13/20,4.331990972,473.7372304
ontario,4.4,3/14/20,4.366211574,478.1034419
ontario,4.4,3/15/20,4.300859491,482.4043014
ontario,4.4,3/16/20,4.291261111,486.6955625
ontario,4.4,3/17/20,4.296973843,490.9925364
ontario,4.4,3/18/20,4.318640509,495.3111769
ontario,4.4,3/19/20,4.342502546,499.6536794
ontario,4.4,3/20/20,4.362968056,504.0166475
ontario,4.4,3/21/20,4.322629861,508.3392774
ontario,4.4,3/22/20,4.291888889,512.6311662
ontario,4.4,3/23/20,4.255107176,516.8862734
ontario,4.4,3/24/20,4.275399074,521.1616725
ontario,4.4,3/25/20,4.279039352,525.4407118
ontario,4.4,3/26/20,4.309396296,529.7501081
ontario,4.4,3/27/20,4.287574074,534.0376822
ontario,4.4,3/28/20,4.285102778,538.322785
ontario,4.4,3/29/20,4.306325926,542.6291109
ontario,4.4,3/30/20,4.344740509,546.9738514
ontario,4.4,3/31/20,4.321667593,551.295519
ontario,4.4,4/1/20,4.306947222,555.6024662
ontario,4.4,4/2/20,4.255337963,559.8578042
ontario,4.4,4/3/20,4.269840972,564.1276452
ontario,4.4,4/4/20,4.29473912,568.4223843
ontario,4.4,4/5/20,4.359458796,572.7818431
ontario,4.4,4/6/20,4.312258102,577.0941012
ontario,4.4,4/7/20,4.251456944,581.3455581
ontario,4.4,4/8/20,4.259183565,585.6047417
ontario,4.4,4/9/20,4.329379167,589.9341209
ontario,4.4,4/10/20,4.354083565,594.2882044
ontario,4.4,4/11/20,4.337882407,598.6260868
ontario,4.4,4/12/20,4.301741667,602.9278285
ontario,4.4,4/13/20,4.295014583,607.2228431
ontario,4.4,4/14/20,4.350984722,611.5738278
ontario,4.4,4/15/20,4.362173148,615.936001
ontario,4.4,4/16/20,4.338520602,620.2745216
ontario,4.4,4/17/20,4.372561111,624.6470827
ontario,4.4,4/18/20,4.362846991,629.0099297
ontario,4.4,4/19/20,4.3371,633.3470297
ontario,4.4,4/20/20,4.561717824,637.9087475
ontario,4.4,4/21/20,4.764155324,642.6729028
ontario,4.4,4/22/20,4.748750926,647.4216537
ontario,4.4,4/23/20,4.745592593,652.1672463
ontario,4.4,4/24/20,4.734957639,656.902204
ontario,4.4,4/25/20,4.74145625,661.6436602
ontario,4.4,4/26/20,4.832966667,666.4766269
ontario,4.4,4/27/20,4.940284954,671.4169118
ontario,4.4,4/28/20,4.87535463,676.2922665
ontario,4.4,4/29/20,4.858089286,681.1503558
ontario,4.4,4/30/20,5.269586001,686.4199418
ontario,4.4,5/1/20,5.444285185,691.8642269
ontario,4.4,5/2/20,5.42949792,697.2937249
ontario,6.9,11/26/19,4.532,4.532
ontario,6.9,11/27/19,3.333666667,7.865666667
ontario,6.9,11/28/19,3.096041667,10.96170833
ontario,6.9,11/29/19,2.975333333,13.93704167
ontario,6.9,11/30/19,6.880039071,20.81708074
ontario,6.9,12/1/19,6.878352778,27.69543352
ontario,6.9,12/2/19,6.869648148,34.56508166
ontario,6.9,12/3/19,6.873647685,41.43872935
ontario,6.9,12/4/19,6.916111343,48.35484069
ontario,6.9,12/5/19,6.909883565,55.26472426
ontario,6.9,12/6/19,6.908948148,62.1736724
ontario,6.9,12/7/19,6.898938657,69.07261106
ontario,6.9,12/8/19,6.899388889,75.97199995
ontario,6.9,12/9/19,6.989415509,82.96141546
ontario,6.9,12/10/19,7.037801157,89.99921662
ontario,6.9,12/11/19,7.06094537,97.06016199
ontario,6.9,12/12/19,7.024653935,104.0848159
ontario,6.9,12/13/19,7.080348611,111.1651645
ontario,6.9,12/14/19,7.094285648,118.2594502
ontario,6.9,12/15/19,7.07146875,125.3309189
ontario,6.9,12/16/19,7.011615278,132.3425342
ontario,6.9,12/17/19,7.010865972,139.3534002
ontario,6.9,12/18/19,6.983786343,146.3371865
ontario,6.9,12/19/19,7.004068287,153.3412548
ontario,6.9,12/20/19,7.017893981,160.3591488
ontario,6.9,12/21/19,7.004472917,167.3636217
ontario,6.9,12/22/19,7.025072685,174.3886944
ontario,6.9,12/23/19,7.073783565,181.462478
ontario,6.9,12/24/19,7.044496065,188.506974
ontario,6.9,12/25/19,7.029964352,195.5369384
ontario,6.9,12/26/19,7.014160417,202.5510988
ontario,6.9,12/27/19,7.106044676,209.6571435
ontario,6.9,12/28/19,7.104165741,216.7613092
ontario,6.9,12/29/19,7.075873611,223.8371828
ontario,6.9,12/30/19,7.080525463,230.9177083
ontario,6.9,12/31/19,7.089943519,238.0076518
ontario,6.9,1/1/20,7.087644676,245.0952965
ontario,6.9,1/2/20,7.003618287,252.0989148
ontario,6.9,1/3/20,6.925196065,259.0241108
ontario,6.9,1/4/20,6.89916875,265.9232796
ontario,6.9,1/5/20,6.861084722,272.7843643
ontario,6.9,1/6/20,6.91043588,279.6948002
ontario,6.9,1/7/20,6.869945602,286.5647458
ontario,6.9,1/8/20,6.863558796,293.4283046
ontario,6.9,1/9/20,6.795954167,300.2242587
ontario,6.9,1/10/20,6.837351852,307.0616106
ontario,6.9,1/11/20,6.900287037,313.9618976
ontario,6.9,1/12/20,6.89530463,320.8572023
ontario,6.9,1/13/20,6.853749537,327.7109518
ontario,6.9,1/14/20,6.810665741,334.5216175
ontario,6.9,1/15/20,6.839485185,341.3611027
ontario,6.9,1/16/20,6.825360185,348.1864629
ontario,6.9,1/17/20,6.807861574,354.9943245
ontario,6.9,1/18/20,6.830877546,361.825202
ontario,6.9,1/19/20,6.83681412,368.6620162
ontario,6.9,1/20/20,6.829782176,375.4917983
ontario,6.9,1/21/20,6.816597454,382.3083958
ontario,6.9,1/22/20,6.846624537,389.1550203
ontario,6.9,1/23/20,6.84233912,395.9973594
ontario,6.9,1/24/20,6.857233333,402.8545928
ontario,6.9,1/25/20,6.86605,409.7206428
ontario,6.9,1/26/20,6.881403935,416.6020467
ontario,6.9,1/27/20,6.846941204,423.4489879
ontario,6.9,1/28/20,6.846986111,430.295974
ontario,6.9,1/29/20,6.841075926,437.13705
ontario,6.9,1/30/20,6.870555787,444.0076057
ontario,6.9,1/31/20,6.84824537,450.8558511
ontario,6.9,2/1/20,6.853325231,457.7091763
ontario,6.9,2/2/20,6.851409491,464.5605858
ontario,6.9,2/3/20,6.854225231,471.4148111
ontario,6.9,2/4/20,6.876508102,478.2913192
ontario,6.9,2/5/20,6.877431944,485.1687511
ontario,6.9,2/6/20,6.877409028,492.0461601
ontario,6.9,2/7/20,6.885369676,498.9315298
ontario,6.9,2/8/20,6.926863657,505.8583935
ontario,6.9,2/9/20,6.957661343,512.8160548
ontario,6.9,2/10/20,6.950746759,519.7668016
ontario,6.9,2/11/20,6.93464375,526.7014453
ontario,6.9,2/12/20,6.849363889,533.5508092
ontario,6.9,2/13/20,6.831086343,540.3818956
ontario,6.9,2/14/20,6.788483102,547.1703787
ontario,6.9,2/15/20,6.817205093,553.9875837
ontario,6.9,2/16/20,6.807535185,560.7951189
ontario,6.9,2/17/20,6.811031019,567.60615
ontario,6.9,2/18/20,6.810683333,574.4168333
ontario,6.9,2/19/20,6.837874769,581.2547081
ontario,6.9,2/20/20,6.788551389,588.0432594
ontario,6.9,2/21/20,6.762323611,594.8055831
ontario,6.9,2/22/20,6.759141204,601.5647243
ontario,6.9,2/23/20,6.759812963,608.3245372
ontario,6.9,2/24/20,6.80970625,615.1342435
ontario,6.9,2/25/20,6.788519676,621.9227631
ontario,6.9,2/26/20,6.770637037,628.6934002
ontario,6.9,2/27/20,6.774536343,635.4679365
ontario,6.9,2/28/20,6.758135648,642.2260722
ontario,6.9,2/29/20,6.718454167,648.9445263
ontario,6.9,3/1/20,6.718945833,655.6634722
ontario,6.9,3/2/20,6.7017125,662.3651847
ontario,6.9,3/3/20,6.787740972,669.1529256
ontario,6.9,3/4/20,6.805841898,675.9587675
ontario,6.9,3/5/20,6.743200463,682.701968
ontario,6.9,3/6/20,6.683638657,689.3856067
ontario,6.9,3/7/20,6.638213194,696.0238199
ontario,6.9,3/8/20,6.637066898,702.6608868
ontario,6.9,3/9/20,6.727765509,709.3886523
ontario,6.9,3/10/20,6.814666898,716.2033192
ontario,6.9,3/11/20,6.713213194,722.9165324
ontario,6.9,3/12/20,6.708403241,729.6249356
ontario,6.9,3/13/20,7.095853472,736.7207891
ontario,6.9,3/14/20,7.182143056,743.9029321
ontario,6.9,3/15/20,7.464108565,751.3670407
ontario,6.9,3/16/20,7.613686806,758.9807275
ontario,6.9,3/17/20,7.662404531,766.643132
ontario,8.9,11/26/19,4.532,4.532
ontario,8.9,11/27/19,3.333666667,7.865666667
ontario,8.9,11/28/19,3.096041667,10.96170833
ontario,8.9,11/29/19,2.975333333,13.93704167
ontario,8.9,11/30/19,8.851154171,22.78819584
ontario,8.9,12/1/19,8.915560185,31.70375602
ontario,8.9,12/2/19,8.893028241,40.59678426
ontario,8.9,12/3/19,8.879290509,49.47607477
ontario,8.9,12/4/19,8.918921065,58.39499584
ontario,8.9,12/5/19,8.919665278,67.31466112
ontario,8.9,12/6/19,8.915460185,76.2301213
ontario,8.9,12/7/19,8.909238194,85.1393595
ontario,8.9,12/8/19,8.917572917,94.05693241
ontario,8.9,12/9/19,9.01112662,103.068059
ontario,8.9,12/10/19,9.044152778,112.1122118
ontario,8.9,12/11/19,9.006362269,121.1185741
ontario,8.9,12/12/19,9.007806481,130.1263806
ontario,8.9,12/13/19,9.010848843,139.1372294
ontario,8.9,12/14/19,9.053894444,148.1911238
ontario,8.9,12/15/19,9.01431412,157.205438
ontario,8.9,12/16/19,9.039466435,166.2449044
ontario,8.9,12/17/19,9.008274537,175.2531789
ontario,8.9,12/18/19,8.96097963,184.2141586
ontario,8.9,12/19/19,8.961473611,193.1756322
ontario,8.9,12/20/19,8.94428287,202.1199151
ontario,8.9,12/21/19,8.958005324,211.0779204
ontario,8.9,12/22/19,8.973131944,220.0510523
ontario,8.9,12/23/19,8.973014352,229.0240667
ontario,8.9,12/24/19,8.941649769,237.9657164
ontario,8.9,12/25/19,8.965845139,246.9315616
ontario,8.9,12/26/19,8.966934722,255.8984963
ontario,8.9,12/27/19,8.969998611,264.8684949
ontario,8.9,12/28/19,8.95083125,273.8193262
ontario,8.9,12/29/19,8.95885,282.7781762
ontario,8.9,12/30/19,8.948934491,291.7271107
ontario,8.9,12/31/19,8.975112269,300.7022229
ontario,8.9,1/1/20,8.983994907,309.6862178
ontario,8.9,1/2/20,8.923498611,318.6097164
ontario,8.9,1/3/20,8.866949306,327.4766657
ontario,8.9,1/4/20,8.870954398,336.3476201
ontario,8.9,1/5/20,8.823396991,345.1710171
ontario,8.9,1/6/20,8.82576875,353.9967859
ontario,8.9,1/7/20,8.819191898,362.8159778
ontario,8.9,1/8/20,8.799700926,371.6156787
ontario,8.9,1/9/20,8.766295602,380.3819743
ontario,8.9,1/10/20,8.802458796,389.1844331
ontario,8.9,1/11/20,8.873629398,398.0580625
ontario,8.9,1/12/20,8.760578704,406.8186412
ontario,8.9,1/13/20,8.779752083,415.5983933
ontario,8.9,1/14/20,8.791932407,424.3903257
ontario,8.9,1/15/20,8.81554838,433.2058741
ontario,8.9,1/16/20,8.791726389,441.9976005
ontario,8.9,1/17/20,8.756578935,450.7541794
ontario,8.9,1/18/20,8.725610417,459.4797898
ontario,8.9,1/19/20,8.789598611,468.2693884
ontario,8.9,1/20/20,8.754960417,477.0243488
ontario,8.9,1/21/20,8.751571296,485.7759201
ontario,8.9,1/22/20,8.710928935,494.4868491
ontario,8.9,1/23/20,8.716013889,503.202863
ontario,8.9,1/24/20,8.777700694,511.9805637
ontario,8.9,1/25/20,8.808163657,520.7887273
ontario,8.9,1/26/20,8.861086574,529.6498139
ontario,8.9,1/27/20,8.884190278,538.5340042
ontario,8.9,1/28/20,8.87364375,547.4076479
ontario,8.9,1/29/20,8.861019213,556.2686671
ontario,8.9,1/30/20,8.83332037,565.1019875
ontario,8.9,1/31/20,8.852462731,573.9544502
ontario,8.9,2/1/20,8.840842824,582.7952931
ontario,8.9,2/2/20,8.833732176,591.6290252
ontario,8.9,2/3/20,8.757206019,600.3862313
ontario,8.9,2/4/20,8.75871412,609.1449454
